name,brand,category,subcategory,sku,hasVariants,optionType,variantName,variantSku,packSize,unit,estimatedCost,markupPct,price,stock,lowStockThreshold,imageUrl,imageSearchQuery,imageStatus,priceStatus,supplier,barcode,country,lastPriceCheck,notes
Knorr Seasoning Cubes Chicken 400g,Knorr,spices,Seasoning Cubes Chicken,BS-KNORR-SEASONING-CU-400G-0164,false,,,,400g,item,550,0.22,650,0,5,assets/tomato-paste.jpg,Knorr Seasoning Cubes Chicken 400g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Knorr Seasoning Cubes Chicken 1kg,Knorr,spices,Seasoning Cubes Chicken,BS-KNORR-SEASONING-CU-1KG-0165,false,,,,1kg,item,1400,0.22,1700,0,5,assets/tomato-paste.jpg,Knorr Seasoning Cubes Chicken 1kg Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Onga Seasoning Powder 50g,Onga,spices,Seasoning Powder,BS-ONGA-SEASONING-PO-50G-0166,false,,,,50g,item,150,0.22,200,0,5,assets/tomato-paste.jpg,Onga Seasoning Powder 50g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Onga Seasoning Powder 100g,Onga,spices,Seasoning Powder,BS-ONGA-SEASONING-PO-100G-0167,false,,,,100g,item,150,0.22,200,0,5,assets/tomato-paste.jpg,Onga Seasoning Powder 100g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Onga Seasoning Powder 400g,Onga,spices,Seasoning Powder,BS-ONGA-SEASONING-PO-400G-0168,false,,,,400g,item,250,0.22,300,0,5,assets/tomato-paste.jpg,Onga Seasoning Powder 400g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Lion Curry Powder 50g,Lion,spices,Curry Powder,BS-LION-CURRY-POWDER-50G-0169,false,,,,50g,item,150,0.22,200,0,5,assets/tomato-paste.jpg,Lion Curry Powder 50g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Lion Curry Powder 100g,Lion,spices,Curry Powder,BS-LION-CURRY-POWDER-100G-0170,false,,,,100g,item,150,0.22,200,0,5,assets/tomato-paste.jpg,Lion Curry Powder 100g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Lion Curry Powder 250g,Lion,spices,Curry Powder,BS-LION-CURRY-POWDER-250G-0171,false,,,,250g,item,150,0.22,200,0,5,assets/tomato-paste.jpg,Lion Curry Powder 250g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Lion Thyme 20g,Lion,spices,Thyme,BS-LION-THYME-20G-0172,false,,,,20g,item,150,0.22,200,0,5,assets/tomato-paste.jpg,Lion Thyme 20g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Lion Thyme 50g,Lion,spices,Thyme,BS-LION-THYME-50G-0173,false,,,,50g,item,150,0.22,200,0,5,assets/tomato-paste.jpg,Lion Thyme 50g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Lion Thyme 100g,Lion,spices,Thyme,BS-LION-THYME-100G-0174,false,,,,100g,item,150,0.22,200,0,5,assets/tomato-paste.jpg,Lion Thyme 100g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Gino Tomato Paste 70g,Gino,spices,Tomato Paste,BS-GINO-TOMATO-PASTE-70G-0175,false,,,,70g,item,150,0.22,200,0,5,assets/tomato-paste.jpg,Gino Tomato Paste 70g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Gino Tomato Paste 210g,Gino,spices,Tomato Paste,BS-GINO-TOMATO-PASTE-210G-0176,false,,,,210g,item,150,0.22,200,0,5,assets/tomato-paste.jpg,Gino Tomato Paste 210g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Gino Tomato Paste 400g,Gino,spices,Tomato Paste,BS-GINO-TOMATO-PASTE-400G-0177,false,,,,400g,item,150,0.22,200,0,5,assets/tomato-paste.jpg,Gino Tomato Paste 400g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Gino Tomato Paste 850g,Gino,spices,Tomato Paste,BS-GINO-TOMATO-PASTE-850G-0178,false,,,,850g,item,300,0.22,350,0,5,assets/tomato-paste.jpg,Gino Tomato Paste 850g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Gino Tomato Paste 70g x 50,Gino,spices,Tomato Paste,BS-GINO-TOMATO-PASTE-70G-X-50-0179,false,,,,70g x 50,item,1200,0.22,1450,0,5,assets/tomato-paste.jpg,Gino Tomato Paste 70g x 50 Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Tasty Tom Tomato Paste 70g,Tasty Tom,spices,Tomato Paste,BS-TASTY-TO-TOMATO-PASTE-70G-0180,false,,,,70g,item,150,0.22,200,0,5,assets/tomato-paste.jpg,Tasty Tom Tomato Paste 70g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Tasty Tom Tomato Paste 210g,Tasty Tom,spices,Tomato Paste,BS-TASTY-TO-TOMATO-PASTE-210G-0181,false,,,,210g,item,150,0.22,200,0,5,assets/tomato-paste.jpg,Tasty Tom Tomato Paste 210g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Tasty Tom Tomato Paste 400g,Tasty Tom,spices,Tomato Paste,BS-TASTY-TO-TOMATO-PASTE-400G-0182,false,,,,400g,item,150,0.22,200,0,5,assets/tomato-paste.jpg,Tasty Tom Tomato Paste 400g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Tasty Tom Tomato Paste 850g,Tasty Tom,spices,Tomato Paste,BS-TASTY-TO-TOMATO-PASTE-850G-0183,false,,,,850g,item,350,0.22,450,0,5,assets/tomato-paste.jpg,Tasty Tom Tomato Paste 850g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Tasty Tom Tomato Paste 70g x 50,Tasty Tom,spices,Tomato Paste,BS-TASTY-TO-TOMATO-PASTE-70G-X-50-0184,false,,,,70g x 50,item,1150,0.22,1400,0,5,assets/tomato-paste.jpg,Tasty Tom Tomato Paste 70g x 50 Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
De Rica Tomato Paste 70g,De Rica,spices,Tomato Paste,BS-DE-RICA-TOMATO-PASTE-70G-0185,false,,,,70g,item,150,0.22,200,0,5,assets/tomato-paste.jpg,De Rica Tomato Paste 70g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
De Rica Tomato Paste 210g,De Rica,spices,Tomato Paste,BS-DE-RICA-TOMATO-PASTE-210G-0186,false,,,,210g,item,150,0.22,200,0,5,assets/tomato-paste.jpg,De Rica Tomato Paste 210g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
De Rica Tomato Paste 400g,De Rica,spices,Tomato Paste,BS-DE-RICA-TOMATO-PASTE-400G-0187,false,,,,400g,item,150,0.22,200,0,5,assets/tomato-paste.jpg,De Rica Tomato Paste 400g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
De Rica Tomato Paste 850g,De Rica,spices,Tomato Paste,BS-DE-RICA-TOMATO-PASTE-850G-0188,false,,,,850g,item,300,0.22,350,0,5,assets/tomato-paste.jpg,De Rica Tomato Paste 850g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Gino Jollof Mix 70g,Gino,spices,Jollof Mix,BS-GINO-JOLLOF-MIX-70G-0189,false,,,,70g,item,150,0.22,200,0,5,assets/tomato-paste.jpg,Gino Jollof Mix 70g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Gino Jollof Mix 210g,Gino,spices,Jollof Mix,BS-GINO-JOLLOF-MIX-210G-0190,false,,,,210g,item,150,0.22,200,0,5,assets/tomato-paste.jpg,Gino Jollof Mix 210g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Gino Jollof Mix 400g,Gino,spices,Jollof Mix,BS-GINO-JOLLOF-MIX-400G-0191,false,,,,400g,item,150,0.22,200,0,5,assets/tomato-paste.jpg,Gino Jollof Mix 400g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Dangote Salt 250g,Dangote,spices,Salt,BS-DANGOTE-SALT-250G-0192,false,,,,250g,item,150,0.22,200,0,5,assets/tomato-paste.jpg,Dangote Salt 250g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Dangote Salt 500g,Dangote,spices,Salt,BS-DANGOTE-SALT-500G-0193,false,,,,500g,item,150,0.22,200,0,5,assets/tomato-paste.jpg,Dangote Salt 500g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Dangote Salt 1kg,Dangote,spices,Salt,BS-DANGOTE-SALT-1KG-0194,false,,,,1kg,item,250,0.22,300,0,5,assets/tomato-paste.jpg,Dangote Salt 1kg Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Mr Chef Salt 250g,Mr Chef,spices,Salt,BS-MR-CHEF-SALT-250G-0195,false,,,,250g,item,150,0.22,200,0,5,assets/tomato-paste.jpg,Mr Chef Salt 250g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Mr Chef Salt 500g,Mr Chef,spices,Salt,BS-MR-CHEF-SALT-500G-0196,false,,,,500g,item,150,0.22,200,0,5,assets/tomato-paste.jpg,Mr Chef Salt 500g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Mr Chef Salt 1kg,Mr Chef,spices,Salt,BS-MR-CHEF-SALT-1KG-0197,false,,,,1kg,item,250,0.22,300,0,5,assets/tomato-paste.jpg,Mr Chef Salt 1kg Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Ground Pepper 50g,Generic,spices,Ground Pepper,BS-GENERIC-GROUND-PEPPE-50G-0198,false,,,,50g,item,150,0.22,200,0,5,assets/tomato-paste.jpg,Generic Ground Pepper 50g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Ground Pepper 100g,Generic,spices,Ground Pepper,BS-GENERIC-GROUND-PEPPE-100G-0199,false,,,,100g,item,150,0.22,200,0,5,assets/tomato-paste.jpg,Generic Ground Pepper 100g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Ground Pepper 250g,Generic,spices,Ground Pepper,BS-GENERIC-GROUND-PEPPE-250G-0200,false,,,,250g,item,250,0.22,300,0,5,assets/tomato-paste.jpg,Generic Ground Pepper 250g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Ground Pepper 500g,Generic,spices,Ground Pepper,BS-GENERIC-GROUND-PEPPE-500G-0201,false,,,,500g,item,500,0.22,600,0,5,assets/tomato-paste.jpg,Generic Ground Pepper 500g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Ground Pepper 1kg,Generic,spices,Ground Pepper,BS-GENERIC-GROUND-PEPPE-1KG-0202,false,,,,1kg,item,1000,0.22,1200,0,5,assets/tomato-paste.jpg,Generic Ground Pepper 1kg Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Crayfish 100g,Generic,spices,Crayfish,BS-GENERIC-CRAYFISH-100G-0203,false,,,,100g,item,250,0.22,300,0,5,assets/tomato-paste.jpg,Generic Crayfish 100g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Crayfish 250g,Generic,spices,Crayfish,BS-GENERIC-CRAYFISH-250G-0204,false,,,,250g,item,500,0.22,600,0,5,assets/tomato-paste.jpg,Generic Crayfish 250g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Crayfish 500g,Generic,spices,Crayfish,BS-GENERIC-CRAYFISH-500G-0205,false,,,,500g,item,1100,0.22,1350,0,5,assets/tomato-paste.jpg,Generic Crayfish 500g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Crayfish 1kg,Generic,spices,Crayfish,BS-GENERIC-CRAYFISH-1KG-0206,false,,,,1kg,item,2100,0.22,2550,0,5,assets/tomato-paste.jpg,Generic Crayfish 1kg Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Egusi 250g,Generic,spices,Egusi,BS-GENERIC-EGUSI-250G-0207,false,,,,250g,item,600,0.22,750,0,5,assets/tomato-paste.jpg,Generic Egusi 250g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Egusi 500g,Generic,spices,Egusi,BS-GENERIC-EGUSI-500G-0208,false,,,,500g,item,1100,0.22,1350,0,5,assets/tomato-paste.jpg,Generic Egusi 500g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Egusi 1kg,Generic,spices,Egusi,BS-GENERIC-EGUSI-1KG-0209,false,,,,1kg,item,2350,0.22,2850,0,5,assets/tomato-paste.jpg,Generic Egusi 1kg Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Egusi 2kg,Generic,spices,Egusi,BS-GENERIC-EGUSI-2KG-0210,false,,,,2kg,item,5250,0.22,6400,0,5,assets/tomato-paste.jpg,Generic Egusi 2kg Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Ogbono 100g,Generic,spices,Ogbono,BS-GENERIC-OGBONO-100G-0211,false,,,,100g,item,250,0.22,300,0,5,assets/tomato-paste.jpg,Generic Ogbono 100g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Ogbono 250g,Generic,spices,Ogbono,BS-GENERIC-OGBONO-250G-0212,false,,,,250g,item,650,0.22,800,0,5,assets/tomato-paste.jpg,Generic Ogbono 250g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Ogbono 500g,Generic,spices,Ogbono,BS-GENERIC-OGBONO-500G-0213,false,,,,500g,item,1250,0.22,1500,0,5,assets/tomato-paste.jpg,Generic Ogbono 500g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Ogbono 1kg,Generic,spices,Ogbono,BS-GENERIC-OGBONO-1KG-0214,false,,,,1kg,item,2500,0.22,3050,0,5,assets/tomato-paste.jpg,Generic Ogbono 1kg Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Peak Powdered Milk 150g,Peak,drinks,Powdered Milk,BS-PEAK-POWDERED-MIL-150G-0215,false,,,,150g,item,400,0.18,450,0,5,assets/beverages.jpg,Peak Powdered Milk 150g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Peak Powdered Milk 360g,Peak,drinks,Powdered Milk,BS-PEAK-POWDERED-MIL-360G-0216,false,,,,360g,item,950,0.18,1100,0,5,assets/beverages.jpg,Peak Powdered Milk 360g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Peak Powdered Milk 400g,Peak,drinks,Powdered Milk,BS-PEAK-POWDERED-MIL-400G-0217,false,,,,400g,item,1000,0.18,1200,0,5,assets/beverages.jpg,Peak Powdered Milk 400g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Peak Powdered Milk 800g,Peak,drinks,Powdered Milk,BS-PEAK-POWDERED-MIL-800G-0218,false,,,,800g,item,2000,0.18,2350,0,5,assets/beverages.jpg,Peak Powdered Milk 800g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Peak Powdered Milk 900g,Peak,drinks,Powdered Milk,BS-PEAK-POWDERED-MIL-900G-0219,false,,,,900g,item,2050,0.18,2400,0,5,assets/beverages.jpg,Peak Powdered Milk 900g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Dano Powdered Milk 150g,Dano,drinks,Powdered Milk,BS-DANO-POWDERED-MIL-150G-0220,false,,,,150g,item,300,0.18,350,0,5,assets/beverages.jpg,Dano Powdered Milk 150g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Dano Powdered Milk 360g,Dano,drinks,Powdered Milk,BS-DANO-POWDERED-MIL-360G-0221,false,,,,360g,item,850,0.18,1000,0,5,assets/beverages.jpg,Dano Powdered Milk 360g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Dano Powdered Milk 400g,Dano,drinks,Powdered Milk,BS-DANO-POWDERED-MIL-400G-0222,false,,,,400g,item,900,0.18,1050,0,5,assets/beverages.jpg,Dano Powdered Milk 400g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Dano Powdered Milk 800g,Dano,drinks,Powdered Milk,BS-DANO-POWDERED-MIL-800G-0223,false,,,,800g,item,1800,0.18,2100,0,5,assets/beverages.jpg,Dano Powdered Milk 800g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Dano Powdered Milk 900g,Dano,drinks,Powdered Milk,BS-DANO-POWDERED-MIL-900G-0224,false,,,,900g,item,2100,0.18,2500,0,5,assets/beverages.jpg,Dano Powdered Milk 900g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Peak Evaporated Milk 160g,Peak,drinks,Evaporated Milk,BS-PEAK-EVAPORATED-M-160G-0225,false,,,,160g,item,150,0.18,200,0,5,assets/beverages.jpg,Peak Evaporated Milk 160g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Peak Evaporated Milk 170g x 24,Peak,drinks,Evaporated Milk,BS-PEAK-EVAPORATED-M-170G-X-24-0226,false,,,,170g x 24,item,2700,0.18,3200,0,5,assets/beverages.jpg,Peak Evaporated Milk 170g x 24 Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Milo Chocolate Drink 200g,Milo,drinks,Chocolate Drink,BS-MILO-CHOCOLATE-DR-200G-0227,false,,,,200g,item,500,0.18,600,0,5,assets/beverages.jpg,Milo Chocolate Drink 200g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Milo Chocolate Drink 400g,Milo,drinks,Chocolate Drink,BS-MILO-CHOCOLATE-DR-400G-0228,false,,,,400g,item,1050,0.18,1250,0,5,assets/beverages.jpg,Milo Chocolate Drink 400g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Milo Chocolate Drink 800g,Milo,drinks,Chocolate Drink,BS-MILO-CHOCOLATE-DR-800G-0229,false,,,,800g,item,1900,0.18,2250,0,5,assets/beverages.jpg,Milo Chocolate Drink 800g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Milo Chocolate Drink 1kg,Milo,drinks,Chocolate Drink,BS-MILO-CHOCOLATE-DR-1KG-0230,false,,,,1kg,item,2750,0.18,3250,0,5,assets/beverages.jpg,Milo Chocolate Drink 1kg Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Bournvita Chocolate Drink 200g,Bournvita,drinks,Chocolate Drink,BS-BOURNVIT-CHOCOLATE-DR-200G-0231,false,,,,200g,item,450,0.18,550,0,5,assets/beverages.jpg,Bournvita Chocolate Drink 200g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Bournvita Chocolate Drink 500g,Bournvita,drinks,Chocolate Drink,BS-BOURNVIT-CHOCOLATE-DR-500G-0232,false,,,,500g,item,1200,0.18,1400,0,5,assets/beverages.jpg,Bournvita Chocolate Drink 500g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Bournvita Chocolate Drink 900g,Bournvita,drinks,Chocolate Drink,BS-BOURNVIT-CHOCOLATE-DR-900G-0233,false,,,,900g,item,2300,0.18,2700,0,5,assets/beverages.jpg,Bournvita Chocolate Drink 900g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Lipton Tea 25 bags,Lipton,drinks,Tea,BS-LIPTON-TEA-25-BAGS-0234,false,,,,25 bags,item,4350,0.18,5150,0,5,assets/beverages.jpg,Lipton Tea 25 bags Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Lipton Tea 50 bags,Lipton,drinks,Tea,BS-LIPTON-TEA-50-BAGS-0235,false,,,,50 bags,item,8000,0.18,9450,0,5,assets/beverages.jpg,Lipton Tea 50 bags Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Lipton Tea 100 bags,Lipton,drinks,Tea,BS-LIPTON-TEA-100-BAGS-0236,false,,,,100 bags,item,15700,0.18,18550,0,5,assets/beverages.jpg,Lipton Tea 100 bags Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Nescafe Coffee 50g,Nescafe,drinks,Coffee,BS-NESCAFE-COFFEE-50G-0237,false,,,,50g,item,150,0.18,200,0,5,assets/beverages.jpg,Nescafe Coffee 50g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
